Children,Car,HHIncome,ID,Elderly,City,CityShape,RoadDens,TransSup,LN_INC,Worker,VKMS,LN_VKMS
0,1,473,220,0,3,0.844671767,0.654020162,0.790292904,6.161207322,1,13495.18107,9.510087943
2,2,727,221,0,3,0.844671767,0.654020162,0.790292904,6.590301048,1,41138.7694,10.62470625
0,1,644,222,0,3,0.844671767,0.654020162,0.790292904,6.469250317,1,19244.59533,9.864985538
2,1,713,223,0,3,0.844671767,0.654020162,0.790292904,6.570882962,1,30123.6973,10.31306743
2,2,810,224,0,3,0.844671767,0.654020162,0.790292904,6.698268054,1,8180.281471,9.009481839
0,2,779,225,0,3,0.844671767,0.654020162,0.790292904,6.65929392,1,10106.41877,9.220926023
0,1,281,226,1,3,0.844671767,0.654020162,0.790292904,5.641907071,0,6285.79759,8.746048017
2,1,727,227,0,3,0.844671767,0.654020162,0.790292904,6.590301048,1,31567.70396,10.35988985
0,1,519,229,0,3,0.844671767,0.654020162,0.790292904,6.253828812,1,8269.872869,9.020374415
1,1,519,230,0,3,0.844671767,0.654020162,0.790292904,6.253828812,0,13088.94485,9.479523248
1,1,249,231,0,3,0.844671767,0.654020162,0.790292904,5.521460918,1,9256.481498,9.133079288
0,1,395,232,1,3,0.844671767,0.654020162,0.790292904,5.981414211,0,11013.42291,9.306870073
2,2,582,233,0,3,0.844671767,0.654020162,0.790292904,6.368187186,1,23947.18694,10.08360614
2,1,270,234,0,3,0.844671767,0.654020162,0.790292904,5.602118821,1,14687.00943,9.59471867
0,1,623,235,0,3,0.844671767,0.654020162,0.790292904,6.436150368,1,12948.97419,9.468771851
0,2,312,236,0,3,0.844671767,0.654020162,0.790292904,5.746203191,1,25412.45031,10.1429945
0,1,623,237,0,3,0.844671767,0.654020162,0.790292904,6.436150368,1,27283.52799,10.21403843
2,1,374,238,0,3,0.844671767,0.654020162,0.790292904,5.926926026,1,17160.57939,9.750370137
2,2,1072,239,0,3,0.844671767,0.654020162,0.790292904,6.978213743,1,13800.80241,9.532482015
2,2,783,240,0,3,0.844671767,0.654020162,0.790292904,6.66440902,1,39649.15916,10.58782502
0,1,488,241,0,3,0.844671767,0.654020162,0.790292904,6.192362489,0,10462.94768,9.255595503
0,1,623,242,0,3,0.844671767,0.654020162,0.790292904,6.436150368,0,13190.12958,9.48722407
1,1,416,243,0,3,0.844671767,0.654020162,0.790292904,6.033086222,1,21344.28146,9.968539136
0,1,571,245,0,3,0.844671767,0.654020162,0.790292904,6.349138991,1,22552.89927,10.02361891
0,1,187,246,1,3,0.844671767,0.654020162,0.790292904,5.236441963,0,9205.922071,9.127602259
2,1,779,247,0,3,0.844671767,0.654020162,0.790292904,6.65929392,1,18620.46021,9.832016267
0,1,187,248,1,3,0.844671767,0.654020162,0.790292904,5.236441963,0,5266.59635,8.569139579
2,1,1382,249,0,3,0.844671767,0.654020162,0.790292904,7.232010332,1,28732.56664,10.26578648
1,1,800,250,0,3,0.844671767,0.654020162,0.790292904,6.685860947,1,21566.22101,9.978883527
0,1,653,251,0,3,0.844671767,0.654020162,0.790292904,6.483107351,1,12350.11475,9.421420633
0,1,727,252,0,3,0.844671767,0.654020162,0.790292904,6.590301048,1,14126.15719,9.555783478
0,1,241,253,0,3,0.844671767,0.654020162,0.790292904,5.488937726,0,4311.286583,8.36899165
0,1,603,254,0,3,0.844671767,0.654020162,0.790292904,6.403574198,1,11088.94352,9.313703812
1,1,1112,255,0,3,0.844671767,0.654020162,0.790292904,7.014814351,1,11975.14568,9.390588587
0,1,831,256,0,3,0.844671767,0.654020162,0.790292904,6.723832441,1,9796.639845,9.189794733
2,1,696,257,0,3,0.844671767,0.654020162,0.790292904,6.546785411,1,12616.95213,9.442796596
0,1,187,258,1,3,0.844671767,0.654020162,0.790292904,5.236441963,0,6030.94893,8.704659645
0,1,218,260,1,3,0.844671767,0.654020162,0.790292904,5.38907173,0,4986.875415,8.514564823
2,2,696,262,0,3,0.844671767,0.654020162,0.790292904,6.546785411,1,17173.8162,9.751141189
3,1,727,263,0,3,0.844671767,0.654020162,0.790292904,6.590301048,1,32171.53251,10.37883726
0,1,810,264,0,3,0.844671767,0.654020162,0.790292904,6.698268054,1,8265.999949,9.019905989
0,1,519,266,0,3,0.844671767,0.654020162,0.790292904,6.253828812,1,28229.21139,10.24811259
2,1,883,267,0,3,0.844671767,0.654020162,0.790292904,6.784457063,1,22119.05379,10.00419468
0,2,748,268,0,3,0.844671767,0.654020162,0.790292904,6.618738984,1,24107.47745,10.09027734
0,2,571,269,0,3,0.844671767,0.654020162,0.790292904,6.349138991,1,16064.90302,9.684392235
3,2,769,270,0,3,0.844671767,0.654020162,0.790292904,6.646390515,1,33829.26173,10.42908144
0,1,21,271,0,3,0.844671767,0.654020162,0.790292904,3.091042453,0,2277.985187,7.731046641
2,1,468,272,0,3,0.844671767,0.654020162,0.790292904,6.150602768,1,16945.45722,9.737755066
1,1,499,273,0,3,0.844671767,0.654020162,0.790292904,6.214608098,1,10867.58688,9.293539958
2,1,488,274,0,3,0.844671767,0.654020162,0.790292904,6.192362489,1,16041.56185,9.682938249
2,1,229,275,0,3,0.844671767,0.654020162,0.790292904,5.438079309,0,10605.49637,9.269127671
0,1,571,276,0,3,0.844671767,0.654020162,0.790292904,6.349138991,1,6770.625353,8.820348733
1,2,1060,277,0,3,0.844671767,0.654020162,0.790292904,6.966967139,1,7902.325738,8.974912392
0,1,519,278,1,3,0.844671767,0.654020162,0.790292904,6.253828812,0,15253.61715,9.632571944
1,1,831,279,0,3,0.844671767,0.654020162,0.790292904,6.723832441,1,9832.30933,9.193429112
2,2,1039,280,0,3,0.844671767,0.654020162,0.790292904,6.946975992,1,13837.48738,9.535136665
1,2,655,281,0,3,0.844671767,0.654020162,0.790292904,6.486160789,1,24859.1344,10.12098055
0,2,623,282,1,3,0.844671767,0.654020162,0.790292904,6.436150368,0,15875.24552,9.672516289
2,1,556,284,0,3,0.844671767,0.654020162,0.790292904,6.32256524,1,13765.15044,9.529895347
0,1,260,286,1,3,0.844671767,0.654020162,0.790292904,5.564520407,0,5791.320258,8.664115568
0,1,426,287,1,3,0.844671767,0.654020162,0.790292904,6.056784013,0,11683.6979,9.365949808
2,1,727,288,0,3,0.844671767,0.654020162,0.790292904,6.590301048,1,11463.57622,9.346930003
2,1,883,289,0,3,0.844671767,0.654020162,0.790292904,6.784457063,1,10953.7357,9.301435837
2,2,603,290,0,3,0.844671767,0.654020162,0.790292904,6.403574198,1,19002.13684,9.852306717
